"longitude","latitude","year","year_start","year_end","response"
-78.25,-1.75,2014,NA,NA,1
-76.75,-1.75,2010,NA,NA,1
-55.75,-1.75,NA,2017,2022,1
-54.75,-1.75,NA,2014,2020,1
-53.25,-1.75,NA,2017,2022,1
-52.75,-1.75,NA,2018,2021,1
-52.25,-1.75,2022,NA,NA,1
-50.75,-1.75,NA,2016,2019,1
-50.25,-1.75,NA,2016,2021,1
-49.75,-1.75,NA,2018,2019,1
-49.25,-1.75,NA,2016,2021,1
-48.75,-1.75,NA,2016,2022,1
-48.25,-1.75,NA,2016,2022,1
-47.75,-1.75,NA,2016,2021,1
-47.25,-1.75,NA,2016,2022,1
-46.75,-1.75,NA,2017,2022,1
-46.25,-1.75,NA,2017,2021,1
-45.25,-1.75,NA,2016,2018,1
-44.75,-1.75,NA,2016,2022,1
13.25,-1.75,2010,NA,NA,1
13.75,-1.75,2010,NA,NA,1
29.75,-1.75,2016,NA,NA,1
103.75,-1.75,NA,2013,2016,1
105.75,-1.75,NA,2009,2015,1
113.25,-1.75,2015,NA,NA,1
-80.75,-2.25,2016,NA,NA,1
-80.25,-2.25,NA,2006,2011,1
-79.75,-2.25,NA,2000,2016,1
-60.25,-2.25,NA,2016,2022,1
-56.25,-2.25,NA,2016,2022,1
-54.75,-2.25,NA,2011,2022,1
-54.25,-2.25,2019,NA,NA,1
-49.75,-2.25,NA,2018,2022,1
-49.25,-2.25,NA,2016,2022,1
-48.25,-2.25,NA,2016,2020,1
-47.75,-2.25,NA,2016,2021,1
-46.75,-2.25,NA,2018,2019,1
-46.25,-2.25,2019,NA,NA,1
-45.75,-2.25,NA,2016,2021,1
-45.25,-2.25,2018,NA,NA,1
-44.75,-2.25,NA,2016,2021,1
-44.25,-2.25,NA,2016,2022,1
12.25,-2.25,2007,NA,NA,1
14.25,-2.25,2010,NA,NA,1
40.75,-2.25,2004,NA,NA,1
40.75,-2.25,NA,2018,2022,1
106.25,-2.25,2015,NA,NA,1
119.25,-2.25,2009,NA,NA,1
120.75,-2.25,NA,2008,2013,1
133.25,-2.25,2016,NA,NA,1
146.75,-2.25,2013,NA,NA,1
-80.25,-2.75,NA,2012,2016,1
-78.75,-2.75,2000,NA,NA,1
-78.75,-2.75,2013,NA,NA,1
-78.25,-2.75,2013,NA,NA,1
-67.75,-2.75,2021,NA,NA,1
-66.25,-2.75,NA,2020,2021,1
-60.75,-2.75,NA,2011,2017,1
-60.25,-2.75,NA,2001,2011,1
-59.75,-2.75,NA,2016,2022,1
-58.25,-2.75,2016,NA,NA,1
-57.75,-2.75,2017,NA,NA,1
-57.25,-2.75,2022,NA,NA,1
-56.75,-2.75,NA,2011,2022,1
-55.25,-2.75,2010,NA,NA,1
-54.75,-2.75,NA,2016,2017,1
-52.25,-2.75,NA,2017,2019,1
-49.75,-2.75,NA,2016,2021,1
-48.75,-2.75,NA,2016,2021,1
-47.25,-2.75,NA,2016,2021,1
-45.75,-2.75,NA,2016,2021,1
-45.25,-2.75,NA,2016,2022,1
-44.75,-2.75,NA,2016,2022,1
-44.25,-2.75,NA,2000,2022,1
-43.25,-2.75,NA,2016,2022,1
-42.75,-2.75,NA,2017,2022,1
-42.25,-2.75,2018,NA,NA,1
-41.75,-2.75,NA,2006,2022,1
-41.25,-2.75,NA,2016,2017,1
-40.75,-2.75,NA,2007,2022,1
-40.25,-2.75,NA,2016,2022,1
-39.75,-2.75,NA,2017,2022,1
12.75,-2.75,2019,NA,NA,1
103.75,-2.75,2016,NA,NA,1
106.75,-2.75,2009,NA,NA,1
115.75,-2.75,NA,2015,2016,1
140.75,-2.75,NA,2010,2017,1
141.25,-2.75,2012,NA,NA,1
-80.25,-3.25,NA,2014,2017,1
-79.75,-3.25,NA,2006,2014,1
-79.25,-3.25,NA,2013,2016,1
-76.25,-3.25,2016,NA,NA,1
-75.75,-3.25,2017,NA,NA,1
-68.75,-3.25,2021,NA,NA,1
-67.75,-3.25,2020,NA,NA,1
-65.75,-3.25,2015,NA,NA,1
-64.75,-3.25,2011,NA,NA,1
-64.75,-3.25,NA,2021,2022,1
-63.25,-3.25,2011,NA,NA,1
-60.75,-3.25,NA,2016,2022,1
-60.25,-3.25,NA,2010,2022,1
-59.75,-3.25,2003,NA,NA,1
-58.25,-3.25,NA,2011,2022,1
-57.75,-3.25,2021,NA,NA,1
-52.75,-3.25,NA,2019,2021,1
-52.25,-3.25,NA,2012,2021,1
-51.25,-3.25,NA,2016,2022,1
-45.75,-3.25,NA,2015,2020,1
-45.25,-3.25,NA,2016,2022,1
-44.75,-3.25,NA,2016,2022,1
-44.25,-3.25,NA,2016,2022,1
-43.75,-3.25,NA,2016,2017,1
-43.25,-3.25,NA,2018,2022,1
-42.25,-3.25,NA,2016,2022,1
-41.75,-3.25,NA,2016,2022,1
-41.25,-3.25,NA,2016,2020,1
-40.75,-3.25,NA,2007,2022,1
-40.25,-3.25,NA,2016,2022,1
-39.75,-3.25,NA,2007,2022,1
-39.25,-3.25,NA,2012,2022,1
12.25,-3.25,2019,NA,NA,1
13.25,-3.25,2019,NA,NA,1
37.25,-3.25,NA,2007,2008,1
40.25,-3.25,2004,NA,NA,1
102.75,-3.25,NA,2015,2016,1
103.75,-3.25,NA,2006,2009,1
119.25,-3.25,2014,NA,NA,1
129.25,-3.25,2016,NA,NA,1
152.75,-3.25,2013,NA,NA,1
-80.75,-3.75,NA,2008,2015,1
-80.25,-3.75,NA,2000,2019,1
-79.75,-3.75,NA,2006,2016,1
-79.25,-3.75,NA,2013,2015,1
-75.25,-3.75,NA,2017,2018,1
-73.25,-3.75,NA,2000,2015,1
-70.75,-3.75,2011,NA,NA,1
-69.75,-3.75,NA,2012,2014,1
-62.25,-3.75,2011,NA,NA,1
-62.25,-3.75,2021,NA,NA,1
-61.75,-3.75,2021,NA,NA,1
-61.25,-3.75,NA,2020,2022,1
-60.25,-3.75,2021,NA,NA,1
-59.25,-3.75,NA,2017,2021,1
-58.75,-3.75,2011,NA,NA,1
-53.75,-3.75,NA,2016,2018,1
-50.75,-3.75,NA,2014,2022,1
-49.75,-3.75,NA,2012,2020,1
-49.25,-3.75,2016,NA,NA,1
-47.25,-3.75,NA,2016,2022,1
-46.25,-3.75,2017,NA,NA,1
-45.75,-3.75,NA,2016,2021,1
-45.25,-3.75,NA,2016,2022,1
-44.75,-3.75,NA,2016,2021,1
-44.25,-3.75,NA,2016,2022,1
-43.75,-3.75,NA,2016,2021,1
-43.25,-3.75,NA,2016,2022,1
-42.75,-3.75,NA,2000,2002,1
-42.75,-3.75,NA,2014,2022,1
-42.25,-3.75,NA,2014,2022,1
-41.75,-3.75,NA,2016,2021,1
-41.25,-3.75,NA,2016,2022,1
-40.75,-3.75,NA,2007,2022,1
-40.25,-3.75,NA,2004,2022,1
-39.75,-3.75,NA,2007,2022,1
-39.25,-3.75,NA,2008,2022,1
-38.75,-3.75,NA,2001,2022,1
-38.25,-3.75,NA,2007,2022,1
-32.25,-3.75,NA,2012,2021,1
14.75,-3.75,2011,NA,NA,1
15.25,-3.75,2011,NA,NA,1
39.75,-3.75,2018,NA,NA,1
102.25,-3.75,NA,2015,2016,1
119.75,-3.75,2013,NA,NA,1
121.25,-3.75,2013,NA,NA,1
121.75,-3.75,2018,NA,NA,1
122.75,-3.75,NA,2010,2012,1
128.25,-3.75,2016,NA,NA,1
142.25,-3.75,2013,NA,NA,1
-81.25,-4.25,NA,2012,2015,1
-80.75,-4.25,2015,NA,NA,1
-79.25,-4.25,NA,2013,2014,1
-78.75,-4.25,NA,2012,2016,1
-75.25,-4.25,2011,NA,NA,1
-74.75,-4.25,2016,NA,NA,1
-74.25,-4.25,2021,NA,NA,1
-73.25,-4.25,NA,2001,2009,1
-70.25,-4.25,NA,2021,2022,1
-69.75,-4.25,NA,2021,2022,1
-64.25,-4.25,2011,NA,NA,1
-63.25,-4.25,NA,2015,2022,1
-59.75,-4.25,NA,2016,2022,1
-55.75,-4.25,NA,2016,2017,1
-54.75,-4.25,NA,2019,2021,1
-52.75,-4.25,NA,2010,2016,1
-49.75,-4.25,NA,2003,2005,1
-49.75,-4.25,NA,2017,2022,1
-49.25,-4.25,NA,2016,2022,1
-47.75,-4.25,NA,2015,2020,1
-46.75,-4.25,NA,2020,2022,1
-46.25,-4.25,NA,2016,2022,1
-45.25,-4.25,NA,2016,2022,1
-44.75,-4.25,NA,2012,2022,1
-44.25,-4.25,NA,2016,2022,1
-43.75,-4.25,NA,2016,2022,1
-43.25,-4.25,NA,2016,2022,1
-42.75,-4.25,NA,2018,2022,1
-42.25,-4.25,NA,2014,2022,1
-41.75,-4.25,NA,2011,2022,1
-41.25,-4.25,NA,2014,2022,1
-40.75,-4.25,NA,2014,2022,1
-40.25,-4.25,NA,2016,2022,1
-39.75,-4.25,2022,NA,NA,1
-39.25,-4.25,NA,2007,2022,1
-38.75,-4.25,NA,2003,2022,1
-38.25,-4.25,NA,2006,2022,1
-37.75,-4.25,NA,2014,2022,1
11.75,-4.25,NA,2011,2019,1
13.75,-4.25,2019,NA,NA,1
14.25,-4.25,2019,NA,NA,1
15.25,-4.25,2000,NA,NA,1
15.25,-4.25,NA,2011,2019,1
21.75,-4.25,2000,NA,NA,1
39.25,-4.25,2009,NA,NA,1
39.75,-4.25,NA,2004,2018,1
120.25,-4.25,NA,2016,2019,1
121.25,-4.25,2016,NA,NA,1
122.25,-4.25,2015,NA,NA,1
-80.75,-4.75,NA,2001,2015,1
-80.25,-4.75,NA,2010,2015,1
-76.75,-4.75,2010,NA,NA,1
-66.75,-4.75,NA,2017,2022,1
-65.75,-4.75,2011,NA,NA,1
-64.75,-4.75,NA,2015,2023,1
-53.25,-4.75,2023,NA,NA,1
-49.25,-4.75,2016,NA,NA,1
-48.25,-4.75,NA,2016,2017,1
-47.75,-4.75,NA,2015,2022,1
-46.25,-4.75,NA,2017,2021,1
-45.75,-4.75,2015,NA,NA,1
-45.25,-4.75,NA,2015,2023,1
-44.75,-4.75,NA,2015,2022,1
-43.25,-4.75,NA,2016,2022,1
-42.75,-4.75,NA,2012,2022,1
-42.25,-4.75,NA,2016,2022,1
-41.75,-4.75,NA,2017,2021,1
-41.25,-4.75,NA,2016,2022,1
-40.75,-4.75,NA,2016,2022,1
-40.25,-4.75,NA,2007,2022,1
-39.75,-4.75,NA,2015,2023,1
-39.25,-4.75,NA,2008,2022,1
-38.75,-4.75,NA,2007,2022,1
-38.25,-4.75,2007,NA,NA,1
-37.75,-4.75,NA,2004,2022,1
-37.25,-4.75,NA,2016,2022,1
11.75,-4.75,2019,NA,NA,1
15.25,-4.75,2019,NA,NA,1
17.25,-4.75,2020,NA,NA,1
55.25,-4.75,NA,2004,2007,1
103.25,-4.75,2015,NA,NA,1
105.25,-4.75,NA,2009,2010,1
119.75,-4.75,2016,NA,NA,1
120.25,-4.75,NA,2009,2013,1
-81.25,-5.25,2013,NA,NA,1
-80.75,-5.25,NA,2000,2021,1
-80.25,-5.25,NA,2005,2021,1
-79.75,-5.25,NA,2010,2015,1
-78.75,-5.25,2013,NA,NA,1
-78.25,-5.25,2015,NA,NA,1
-77.75,-5.25,2011,NA,NA,1
-74.75,-5.25,NA,2015,2018,1
-64.75,-5.25,2018,NA,NA,1
-62.75,-5.25,NA,2010,2018,1
-60.25,-5.25,NA,2016,2022,1
-52.75,-5.25,2015,NA,NA,1
-49.25,-5.25,NA,2011,2022,1
-48.75,-5.25,NA,2016,2022,1
-48.25,-5.25,NA,2017,2022,1
-47.75,-5.25,NA,2016,2018,1
-47.25,-5.25,NA,2014,2022,1
-45.75,-5.25,2020,NA,NA,1
-45.25,-5.25,2018,NA,NA,1
-44.75,-5.25,NA,2010,2017,1
-44.25,-5.25,NA,2015,2022,1
-43.75,-5.25,2016,NA,NA,1
-42.75,-5.25,NA,2006,2022,1
-42.25,-5.25,NA,2016,2022,1
-41.75,-5.25,NA,2017,2022,1
-41.25,-5.25,NA,2017,2021,1
-40.75,-5.25,NA,2002,2003,1
-40.75,-5.25,NA,2016,2022,1
-40.25,-5.25,NA,2016,2022,1
-39.75,-5.25,NA,2010,2022,1
-39.25,-5.25,NA,2007,2022,1
-38.75,-5.25,NA,2016,2022,1
-38.25,-5.25,NA,2016,2022,1
-37.75,-5.25,NA,2016,2022,1
-37.25,-5.25,NA,2008,2022,1
-36.75,-5.25,NA,2015,2022,1
-36.25,-5.25,NA,2015,2022,1
-35.75,-5.25,NA,2016,2022,1
-35.25,-5.25,NA,2016,2022,1
39.75,-5.25,2007,NA,NA,1
103.75,-5.25,2015,NA,NA,1
104.25,-5.25,2015,NA,NA,1
105.25,-5.25,NA,2006,2015,1
119.25,-5.25,NA,2000,2005,1
145.75,-5.25,2013,NA,NA,1
-80.75,-5.75,NA,2010,2016,1
-79.75,-5.75,NA,2008,2016,1
-78.75,-5.75,NA,2008,2019,1
-78.25,-5.75,2008,NA,NA,1
-77.25,-5.75,2012,NA,NA,1
-76.25,-5.75,NA,2000,2016,1
-63.25,-5.75,NA,2016,2022,1
-56.25,-5.75,2012,NA,NA,1
-48.75,-5.75,NA,2016,2017,1
-48.25,-5.75,NA,2003,2022,1
-47.75,-5.75,NA,2017,2022,1
-47.25,-5.75,NA,2013,2022,1
-46.75,-5.75,NA,2017,2018,1
-46.25,-5.75,NA,2017,2022,1
-45.75,-5.75,2015,NA,NA,1
-45.25,-5.75,NA,2007,2022,1
-44.25,-5.75,NA,2014,2022,1
-43.75,-5.75,NA,2016,2022,1
-43.25,-5.75,NA,2016,2022,1
-42.75,-5.75,NA,2016,2022,1
-42.25,-5.75,NA,2011,2020,1
-41.75,-5.75,2016,NA,NA,1
-41.25,-5.75,NA,2016,2022,1
-40.75,-5.75,NA,2016,2022,1
-40.25,-5.75,NA,2007,2013,1
-39.75,-5.75,NA,2016,2022,1
-39.25,-5.75,NA,2016,2022,1
-38.75,-5.75,NA,2011,2022,1
-38.25,-5.75,NA,2016,2022,1
-37.75,-5.75,NA,2016,2022,1
-37.25,-5.75,NA,2016,2022,1
-36.75,-5.75,NA,2016,2022,1
-36.25,-5.75,NA,2015,2023,1
-35.75,-5.75,NA,2010,2022,1
-35.25,-5.75,NA,2003,2022,1
105.75,-5.75,2010,NA,NA,1
106.75,-5.75,2014,NA,NA,1
149.75,-5.75,2013,NA,NA,1
-79.75,-6.25,NA,2008,2015,1
-79.25,-6.25,2010,NA,NA,1
-78.75,-6.25,2008,NA,NA,1
-77.75,-6.25,2011,NA,NA,1
-76.75,-6.25,NA,2013,2016,1
-76.25,-6.25,NA,2008,2014,1
-59.75,-6.25,NA,2013,2014,1
-57.75,-6.25,NA,2014,2021,1
-52.75,-6.25,NA,2012,2013,1
-49.75,-6.25,NA,2012,2022,1
-49.25,-6.25,2017,NA,NA,1
-48.75,-6.25,NA,2016,2022,1
-48.25,-6.25,NA,2016,2022,1
-47.75,-6.25,NA,2017,2022,1
-47.25,-6.25,NA,2016,2022,1
-46.25,-6.25,NA,2017,2022,1
-44.75,-6.25,2015,NA,NA,1
-44.25,-6.25,NA,2016,2019,1
-43.75,-6.25,NA,2016,2022,1
-42.75,-6.25,NA,2016,2022,1
-42.25,-6.25,NA,2016,2021,1
-41.75,-6.25,NA,2017,2022,1
-41.25,-6.25,NA,2016,2022,1
-40.75,-6.25,NA,2007,2022,1
-40.25,-6.25,2003,NA,NA,1
-40.25,-6.25,NA,2016,2022,1
-39.75,-6.25,2002,NA,NA,1
-39.75,-6.25,NA,2016,2020,1
-39.25,-6.25,2002,NA,NA,1
-39.25,-6.25,NA,2016,2022,1
-38.75,-6.25,NA,2008,2022,1
-38.25,-6.25,NA,2010,2022,1
-37.75,-6.25,NA,2010,2022,1
-37.25,-6.25,NA,2010,2022,1
-36.75,-6.25,NA,2015,2022,1
-36.25,-6.25,NA,2008,2022,1
-35.75,-6.25,NA,2010,2022,1
-35.25,-6.25,NA,2015,2022,1
35.25,-6.25,NA,2016,2019,1
39.25,-6.25,2010,NA,NA,1
52.25,-6.25,NA,2016,2018,1
53.25,-6.25,2004,NA,NA,1
106.25,-6.25,NA,2004,2009,1
106.75,-6.25,NA,2000,2019,1
107.25,-6.25,NA,2002,2007,1
107.75,-6.25,NA,2003,2009,1
108.25,-6.25,NA,2003,2014,1
143.75,-6.25,NA,2012,2013,1
144.75,-6.25,2013,NA,NA,1
145.25,-6.25,NA,2011,2012,1
-79.75,-6.75,NA,2008,2016,1
-76.75,-6.75,NA,2008,2017,1
-76.25,-6.75,NA,2008,2014,1
-69.75,-6.75,NA,2021,2022,1
-51.75,-6.75,NA,2011,2022,1
-51.25,-6.75,NA,2016,2022,1
-50.25,-6.75,2017,NA,NA,1
-49.75,-6.75,NA,2016,2022,1
-48.75,-6.75,2017,NA,NA,1
-47.75,-6.75,NA,2016,2020,1
-47.25,-6.75,NA,2016,2022,1
-46.75,-6.75,2017,NA,NA,1
-46.25,-6.75,2017,NA,NA,1
-44.25,-6.75,NA,2016,2022,1
-43.25,-6.75,NA,2010,2022,1
-42.75,-6.75,NA,2016,2022,1
-42.25,-6.75,NA,2016,2022,1
-41.75,-6.75,NA,2016,2022,1
-41.25,-6.75,NA,2015,2022,1
-40.75,-6.75,NA,2016,2022,1
-40.25,-6.75,NA,2016,2022,1
-39.75,-6.75,NA,2014,2022,1
-39.25,-6.75,NA,2016,2022,1
-38.75,-6.75,NA,2008,2022,1
-38.25,-6.75,NA,2013,2022,1
-37.75,-6.75,NA,2011,2022,1
-37.25,-6.75,NA,2013,2022,1
-36.75,-6.75,NA,2010,2022,1
-36.25,-6.75,NA,2010,2022,1
-35.75,-6.75,NA,2011,2022,1
-35.25,-6.75,NA,2016,2022,1
-34.75,-6.75,NA,2015,2022,1
39.25,-6.75,NA,2010,2019,1
51.75,-6.75,2003,NA,NA,1
106.25,-6.75,NA,2015,2016,1
106.75,-6.75,NA,2001,2020,1
107.25,-6.75,NA,2009,2013,1
107.75,-6.75,NA,2000,2016,1
108.25,-6.75,NA,2003,2004,1
108.25,-6.75,2015,NA,NA,1
108.75,-6.75,NA,2003,2007,1
109.25,-6.75,NA,2002,2004,1
109.75,-6.75,NA,2007,2016,1
110.25,-6.75,NA,2010,2014,1
110.75,-6.75,NA,2000,2013,1
111.25,-6.75,NA,2007,2013,1
112.25,-6.75,2014,NA,NA,1
145.75,-6.75,2013,NA,NA,1
-86.75,-7.25,2016,NA,NA,1
-79.25,-7.25,2008,NA,NA,1
-78.75,-7.25,2012,NA,NA,1
-78.25,-7.25,2012,NA,NA,1
-76.75,-7.25,NA,2011,2021,1
-71.75,-7.25,NA,2020,2022,1
-64.75,-7.25,2011,NA,NA,1
-64.75,-7.25,2021,NA,NA,1
-55.25,-7.25,2011,NA,NA,1
-55.25,-7.25,2022,NA,NA,1
-50.25,-7.25,2016,NA,NA,1
-49.75,-7.25,NA,2017,2020,1
-48.75,-7.25,NA,2006,2022,1
-48.25,-7.25,2003,NA,NA,1
-48.25,-7.25,NA,2013,2022,1
-47.75,-7.25,NA,2016,2022,1
-47.25,-7.25,NA,2016,2022,1
-46.25,-7.25,2019,NA,NA,1
-45.25,-7.25,NA,2018,2022,1
-44.75,-7.25,NA,2017,2022,1
-43.75,-7.25,NA,2017,2021,1
-43.25,-7.25,2007,NA,NA,1
-42.75,-7.25,NA,2010,2022,1
-42.25,-7.25,NA,2015,2022,1
-41.75,-7.25,NA,2014,2022,1
-41.25,-7.25,NA,2016,2022,1
-40.75,-7.25,NA,2013,2022,1
-40.25,-7.25,NA,2007,2022,1
-39.75,-7.25,NA,2010,2022,1
-39.25,-7.25,NA,2002,2022,1
-38.75,-7.25,NA,2010,2022,1
-38.25,-7.25,NA,2013,2022,1
-37.75,-7.25,NA,2010,2022,1
-37.25,-7.25,NA,2010,2022,1
-36.75,-7.25,NA,2015,2022,1
-36.25,-7.25,NA,2010,2023,1
-35.75,-7.25,NA,2010,2022,1
-35.25,-7.25,NA,2010,2022,1
-34.75,-7.25,NA,2010,2022,1
15.25,-7.25,2013,NA,NA,1
107.25,-7.25,NA,2012,2013,1
107.75,-7.25,NA,2000,2014,1
108.25,-7.25,NA,2012,2014,1
108.75,-7.25,2003,NA,NA,1
109.25,-7.25,NA,2004,2014,1
109.75,-7.25,NA,2007,2014,1
110.25,-7.25,NA,2001,2014,1
110.75,-7.25,2002,NA,NA,1
110.75,-7.25,NA,2013,2014,1
111.25,-7.25,NA,2004,2014,1
111.75,-7.25,2015,NA,NA,1
112.25,-7.25,NA,2007,2015,1
112.75,-7.25,NA,2000,2012,1
113.25,-7.25,NA,2010,2014,1
113.75,-7.25,2015,NA,NA,1
146.75,-7.25,2013,NA,NA,1
-79.25,-7.75,NA,2014,2019,1
-78.75,-7.75,2017,NA,NA,1
-72.75,-7.75,NA,2014,2022,1
-63.25,-7.75,NA,2017,2019,1
-62.25,-7.75,2011,NA,NA,1
-50.25,-7.75,2017,NA,NA,1
-49.75,-7.75,NA,2017,2018,1
-49.25,-7.75,2016,NA,NA,1
-48.75,-7.75,2017,NA,NA,1
-48.25,-7.75,NA,2017,2022,1
-47.75,-7.75,NA,2017,2022,1
-47.25,-7.75,2022,NA,NA,1
-46.25,-7.75,NA,2016,2022,1
-45.25,-7.75,NA,2017,2022,1
-44.25,-7.75,2022,NA,NA,1
-43.75,-7.75,NA,2019,2022,1
-42.75,-7.75,NA,2015,2023,1
-42.25,-7.75,NA,2018,2022,1
-41.75,-7.75,NA,2018,2022,1
-41.25,-7.75,NA,2016,2022,1
-40.75,-7.75,NA,2021,2022,1
-40.25,-7.75,NA,2013,2022,1
-39.75,-7.75,NA,2012,2022,1
-39.25,-7.75,NA,2011,2022,1
-38.75,-7.75,NA,2007,2022,1
-38.25,-7.75,NA,2012,2022,1
-37.75,-7.75,NA,2011,2022,1
-37.25,-7.75,NA,2010,2022,1
-36.75,-7.75,NA,2016,2022,1
-36.25,-7.75,NA,2015,2022,1
-35.75,-7.75,NA,2015,2022,1
-35.25,-7.75,NA,2000,2022,1
-34.75,-7.75,NA,2000,2022,1
33.25,-7.75,NA,2006,2011,1
35.75,-7.75,2007,NA,NA,1
109.25,-7.75,NA,2007,2013,1
109.75,-7.75,NA,2002,2014,1
110.25,-7.75,NA,2002,2016,1
110.75,-7.75,NA,2002,2016,1
111.25,-7.75,NA,2004,2016,1
111.75,-7.75,NA,2012,2015,1
112.25,-7.75,NA,2007,2015,1
112.75,-7.75,NA,2003,2019,1
113.25,-7.75,2014,NA,NA,1
113.75,-7.75,NA,2007,2015,1
114.25,-7.75,NA,2007,2015,1
178.75,-7.75,NA,2015,2019,1
-79.25,-8.25,NA,2010,2015,1
-78.75,-8.25,2007,NA,NA,1
-78.25,-8.25,NA,2015,2017,1
-76.75,-8.25,NA,2012,2016,1
-76.25,-8.25,NA,2012,2014,1
-74.75,-8.25,NA,2008,2016,1
-72.75,-8.25,NA,2014,2015,1
-70.75,-8.25,NA,2020,2022,1
-70.25,-8.25,2021,NA,NA,1
-66.25,-8.25,2011,NA,NA,1
-56.75,-8.25,2021,NA,NA,1
-55.75,-8.25,2021,NA,NA,1
-50.25,-8.25,NA,2008,2020,1
-49.25,-8.25,NA,2017,2021,1
-48.25,-8.25,NA,2015,2022,1
-43.75,-8.25,NA,2018,2022,1
-42.75,-8.25,NA,2017,2022,1
-42.25,-8.25,NA,2016,2019,1
-41.75,-8.25,2019,NA,NA,1
-41.25,-8.25,NA,2020,2022,1
-40.75,-8.25,NA,2016,2022,1
-40.25,-8.25,NA,2010,2022,1
-39.75,-8.25,NA,2006,2022,1
-39.25,-8.25,NA,2010,2022,1
-38.75,-8.25,NA,2016,2022,1
-38.25,-8.25,NA,2012,2023,1
-37.75,-8.25,NA,2007,2022,1
-37.25,-8.25,NA,2012,2022,1
-36.75,-8.25,NA,2010,2022,1
-36.25,-8.25,NA,2013,2022,1
-35.75,-8.25,NA,2000,2022,1
-35.25,-8.25,NA,2000,2022,1
-34.75,-8.25,NA,2000,2022,1
110.75,-8.25,NA,2013,2016,1
111.25,-8.25,NA,2009,2015,1
111.75,-8.25,2014,NA,NA,1
112.75,-8.25,2013,NA,NA,1
113.25,-8.25,2010,NA,NA,1
113.75,-8.25,2003,NA,NA,1
114.25,-8.25,2014,NA,NA,1
114.75,-8.25,NA,2008,2015,1
115.25,-8.25,NA,2004,2017,1
140.25,-8.25,NA,2000,2001,1
159.25,-8.25,NA,2008,2009,1
-140.25,-8.75,NA,2009,2013,1
-139.75,-8.75,2002,NA,NA,1
-139.25,-8.75,2015,NA,NA,1
-78.75,-8.75,2012,NA,NA,1
-75.75,-8.75,2008,NA,NA,1
-72.75,-8.75,NA,2020,2021,1
-69.25,-8.75,NA,2016,2021,1
-63.75,-8.75,NA,2004,2022,1
-53.75,-8.75,2018,NA,NA,1
-49.75,-8.75,NA,2016,2022,1
-48.75,-8.75,NA,2016,2022,1
-48.25,-8.75,NA,2017,2022,1
-47.25,-8.75,2017,NA,NA,1
-41.25,-8.75,NA,2018,2022,1
-40.25,-8.75,NA,2016,2022,1
-39.75,-8.75,NA,2015,2022,1
-39.25,-8.75,NA,2016,2022,1
-38.75,-8.75,NA,2014,2022,1
-38.25,-8.75,NA,2016,2022,1
-37.75,-8.75,NA,2012,2022,1
-37.25,-8.75,NA,2015,2022,1
-36.75,-8.75,NA,2015,2022,1
-36.25,-8.75,NA,2011,2022,1
-35.75,-8.75,NA,2007,2022,1
-35.25,-8.75,NA,2010,2022,1
13.25,-8.75,NA,2013,2019,1
13.75,-8.75,2017,NA,NA,1
115.25,-8.75,NA,2007,2016,1
116.25,-8.75,NA,2003,2015,1
117.75,-8.75,2016,NA,NA,1
122.25,-8.75,2008,NA,NA,1
125.25,-8.75,2005,NA,NA,1
125.75,-8.75,NA,2000,2019,1
126.25,-8.75,2005,NA,NA,1
159.75,-8.75,NA,2001,2017,1
-140.25,-9.25,2009,NA,NA,1
-139.25,-9.25,2015,NA,NA,1
-78.75,-9.25,NA,2012,2016,1
-78.25,-9.25,NA,2012,2015,1
-77.75,-9.25,NA,2013,2018,1
-76.25,-9.25,2012,NA,NA,1
-74.75,-9.25,NA,2008,2012,1
-69.75,-9.25,NA,2010,2015,1
-68.75,-9.25,NA,2016,2018,1
-64.25,-9.25,NA,2001,2003,1
-63.25,-9.25,NA,2014,2018,1
-62.75,-9.25,2017,NA,NA,1
-62.25,-9.25,NA,2017,2021,1
-60.75,-9.25,2012,NA,NA,1
-59.25,-9.25,NA,2018,2019,1
-54.25,-9.25,NA,2017,2021,1
-50.25,-9.25,NA,2017,2018,1
-49.75,-9.25,NA,2017,2022,1
-49.25,-9.25,2022,NA,NA,1
-48.75,-9.25,2022,NA,NA,1
-47.75,-9.25,NA,2021,2022,1
-45.75,-9.25,NA,2016,2022,1
-44.75,-9.25,2021,NA,NA,1
-44.25,-9.25,NA,2016,2022,1
-43.75,-9.25,2016,NA,NA,1
-43.25,-9.25,NA,2017,2021,1
-42.75,-9.25,NA,2016,2022,1
-42.25,-9.25,NA,2020,2021,1
-41.75,-9.25,NA,2019,2022,1
-40.75,-9.25,NA,2002,2022,1
-40.25,-9.25,NA,2012,2014,1
-39.25,-9.25,NA,2020,2022,1
-38.25,-9.25,NA,2015,2022,1
-37.75,-9.25,NA,2007,2022,1
-37.25,-9.25,NA,2007,2022,1
-36.75,-9.25,NA,2007,2022,1
-36.25,-9.25,NA,2007,2022,1
-35.75,-9.25,NA,2007,2022,1
-35.25,-9.25,NA,2007,2022,1
35.75,-9.25,2019,NA,NA,1
125.25,-9.25,2000,NA,NA,1
143.25,-9.25,2016,NA,NA,1
147.25,-9.25,2016,NA,NA,1
159.75,-9.25,2013,NA,NA,1
-139.25,-9.75,2001,NA,NA,1
-78.25,-9.75,NA,2013,2016,1
-76.25,-9.75,NA,2015,2021,1
